image_name,scene_type=natural_landscape,scene_type=urban,scene_type=indoor,scene_type=portrait,scene_type=other,lighting_type=daylight,lighting_type=artificial,lighting_type=mixed,luminance_level=high,luminance_level=medium,luminance_level=low,camera_to_object_distance=close,camera_to_object_distance=medium,camera_to_object_distance=far,memory_color=sky_blue,memory_color=grass_foliage_green,memory_color=human_skin_tone,memory_color=water_blue,memory_color=snow_cloud_white,memory_color=none
KonIQ-10k IQA Database/512x384/6264359892.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6265723593.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6266190688.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6268918476.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6267962364.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6269063819.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6267817145.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6272061393.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6268176546.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6272882973.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6272884743.jpg,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6273772448.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6275395379.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6274128274.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6275790989.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6274950285.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6273784733.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6276334186.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6277079135.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6279173860.jpg,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6282202152.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6279019362.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6279975735.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6278202326.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6280923250.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6283537466.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6283627097.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6286044979.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6285601097.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6284871746.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6287889158.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6285698915.jpg,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6285772617.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6289164461.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/628981585.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6290063091.jpg,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6291431070.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6290479072.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6292365384.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6293184375.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6290086775.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6293629106.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6294378978.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/629401204.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6294913930.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6297143428.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6295098733.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6298978484.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6296603222.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6299847089.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6301607249.jpg,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6301736669.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6302067502.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6302152017.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6303415659.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6302283687.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6303418704.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6303626544.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6304784314.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6303893419.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6305410399.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6305294695.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6305224063.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6305619763.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6305573914.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6305935130.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6306859998.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6307302399.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6308479233.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6308697965.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6308614891.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6309109435.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6309436752.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6310649828.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6311708784.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6316913705.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6312611820.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6317232957.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6317292405.jpg,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/63121245.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6317074483.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6318820907.jpg,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6318611647.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6319992606.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6321269427.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6319935355.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6320692581.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6321219958.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6321752444.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6321717266.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/632270898.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6323869799.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6324713970.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6325240412.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6326442580.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6326811967.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6326886913.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6327903295.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6328014889.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6326902733.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6328697192.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6329144585.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6331865739.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6329859114.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6332564856.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6332883956.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6332554758.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6333581509.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6333112690.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6332978018.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6333620590.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6335908367.jpg,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6339286279.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6336463501.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6337822588.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6340836746.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6340619552.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6341153287.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6339141620.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6342206102.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6343807770.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6343064519.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6344902938.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6345193023.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6344257116.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6345505389.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
KonIQ-10k IQA Database/512x384/6345773491.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/63461007532.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6344881273.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6346100753.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6346260646.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6346767698.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6346994570.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6347069171.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6350199154.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6351773844.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6352194993.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6350910177.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6352599641.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6354614287.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6360259167.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6366256547.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6366296433.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6366516291.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6363131561.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6366361319.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6366586615.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6367495079.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6371973185.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6368218585.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6372460147.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6378298689.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6376701103.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6373766117.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6379014005.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6383007575.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6379443681.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6385141033.jpg,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6385461657.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/63888840.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6386599471.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6391919133.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/63920904.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6389008737.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6391074279.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6394609023.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6395582961.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6396984107.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6398001637.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6403149971.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/640351831.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6407770545.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6407934435.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6399276439.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6408799339.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6408708033.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6408985463.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6411216741.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6411944553.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6412693303.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6415648509.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6410507631.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/641595598.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6419135601.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6419593777.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6422846525.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6419047435.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6423969851.jpg,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6424074571.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6427589897.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6431960911.jpg,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6430851513.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6433692937.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6434043361.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6434876963.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6435747701.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6438830749.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6439148467.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6439499095.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6440356973.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6437207759.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6440541263.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6441383857.jpg,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6441809623.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6443396365.jpg,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
